"","Admission Date","Company Name","ICB Industry","ICB Super-Sector","Country of Incorporation","World Region","Market","International Issuer","Company Market Cap (£m)"
"","27/09/2004","OTP BANK PLC","Financials","Banks","Hungary","Europe","ADMISSION TO TRADING ONLY ","Yes","-"
"","30/06/2005","OVOCA BIO PLC","Health Care ","Health Care  ","Ireland","Europe","AIM ","Yes","8.65"
"","06/12/2016","OXFORD BIODYNAMICS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","93.95"
"","17/04/2001","OXFORD BIOMEDICA PLC","Health Care ","Health Care  ","United Kingdom","Europe","MAIN MARKET ","No","465"
"","12/10/1983","OXFORD INSTRUMENTS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","885.4"
"","10/04/2001","OXFORD METRICS PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","141.34"
"","05/04/2000","OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.7"
"","04/04/2002","OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","3.56"
"","08/09/2004","OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","3.05"
"","04/04/1997","OXFORD TECHNOLOGY VENTURE CAPITAL TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1.79"
"","22/11/2007","PACIFIC ALLIANCE CHINA LAND LIMITED","Financials","Financial Services ","Cayman Islands","North America","AIM ","Yes","1.43"
"","29/01/1985","PACIFIC ASSETS TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","324.17"
"","22/09/1989","PACIFIC HORIZON INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","199.39"
"","02/04/2001","PAGEGROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","1,500.40"
